instance,variables,dwave_objective,classical_objective,relative_difference_percent,comparison,best_method,best_seed,per_run_budget_seconds,completed_runs,campaigns
s28-qac/10/qac_L10_63.npz,586,-34284.0,-34688.0,-1.1783922529459807,classical_better,successive_r15,1066,3.0,128,1
s28-qac/10/qac_L10_64.npz,586,-34024.0,-34384.0,-1.0580766517752176,classical_better,successive_r15,1099,3.0,128,1
s28-qac/10/qac_L10_65.npz,586,-32812.0,-32984.0,-0.524198463976594,classical_better,successive_r15,1083,3.0,128,1
s28-qac/10/qac_L10_66.npz,586,-34224.0,-34692.0,-1.367461430575035,classical_better,successive_r15,1064,3.0,128,1
s28-qac/10/qac_L10_67.npz,586,-32280.0,-32392.0,-0.3469640644361834,classical_better,successive_r10,1031,3.0,128,1
s28-qac/10/qac_L10_68.npz,586,-34788.0,-34884.0,-0.2759572266298724,classical_better,successive_r10,1046,3.0,128,1
s28-qac/10/qac_L10_69.npz,586,-34340.0,-34540.0,-0.5824111822947,classical_better,successive_r10,1016,3.0,128,1
s28-qac/10/qac_L10_7.npz,586,-34636.0,-35076.0,-1.2703545444046658,classical_better,successive_r10,1025,3.0,128,1
s28-qac/10/qac_L10_70.npz,586,-32120.0,-32712.0,-1.8430884184308842,classical_better,successive_r15,1103,3.0,128,1
s28-qac/10/qac_L10_71.npz,586,-31852.0,-32240.0,-1.2181338691447947,classical_better,successive_r15,1100,3.0,128,1
s28-qac/10/qac_L10_72.npz,586,-32364.0,-32588.0,-0.6921270547521938,classical_better,successive_r10,1026,3.0,128,1
s28-qac/10/qac_L10_73.npz,586,-32072.0,-32284.0,-0.6610127213769019,classical_better,successive_r10,1009,3.0,128,1
s28-qac/10/qac_L10_74.npz,586,-34200.0,-34700.0,-1.4619883040935673,classical_better,successive_r10,1053,3.0,128,1
s28-qac/10/qac_L10_75.npz,586,-30472.0,-30968.0,-1.6277238120241533,classical_better,successive_r10,1041,3.0,128,1
s28-qac/10/qac_L10_76.npz,586,-32088.0,-32152.0,-0.1994515083520319,classical_better,successive_r15,1082,3.0,128,1
s28-qac/10/qac_L10_77.npz,586,-32904.0,-33040.0,-0.41332360807196694,classical_better,successive_r15,1093,3.0,128,1
s28-qac/10/qac_L10_78.npz,586,-32736.0,-32944.0,-0.635386119257087,classical_better,successive_r15,1094,3.0,128,1
s28-qac/10/qac_L10_79.npz,586,-32364.0,-32740.0,-1.1617846990483254,classical_better,successive_r15,1081,3.0,128,1
s28-qac/10/qac_L10_8.npz,586,-32636.0,-33120.0,-1.4830248805000612,classical_better,successive_r10,1052,3.0,128,1
s28-qac/10/qac_L10_80.npz,586,-34936.0,-35200.0,-0.7556675062972292,classical_better,successive_r15,1068,3.0,128,1
s28-qac/10/qac_L10_81.npz,586,-34800.0,-34996.0,-0.5632183908045977,classical_better,successive_r10,1037,3.0,128,1
s28-qac/10/qac_L10_82.npz,586,-33044.0,-33400.0,-1.077351410240891,classical_better,successive_r10,1025,3.0,128,1
s28-qac/10/qac_L10_83.npz,586,-31160.0,-31536.0,-1.2066752246469834,classical_better,successive_r10,1023,3.0,128,1
s28-qac/10/qac_L10_84.npz,586,-35604.0,-35716.0,-0.3145713964723065,classical_better,successive_r10,1043,3.0,128,1
s28-qac/10/qac_L10_85.npz,586,-32624.0,-32860.0,-0.7233938205002453,classical_better,successive_r15,1092,3.0,128,1
s28-qac/10/qac_L10_86.npz,586,-33368.0,-33444.0,-0.22776312634859747,classical_better,successive_r10,1060,3.0,128,1
s28-qac/10/qac_L10_87.npz,586,-31480.0,-31756.0,-0.8767471410419314,classical_better,successive_r10,1060,3.0,128,1
s28-qac/10/qac_L10_88.npz,586,-30308.0,-30760.0,-1.4913554177114954,classical_better,successive_r15,1110,3.0,128,1
s28-qac/10/qac_L10_89.npz,586,-31064.0,-31380.0,-1.0172546999742467,classical_better,successive_r15,1079,3.0,128,1
s28-qac/10/qac_L10_9.npz,586,-33784.0,-33936.0,-0.4499171205304286,classical_better,successive_r10,1018,3.0,128,1
s28-qac/10/qac_L10_90.npz,586,-32084.0,-32368.0,-0.8851764119187133,classical_better,successive_r10,1046,3.0,128,1
s28-qac/10/qac_L10_91.npz,586,-29572.0,-29836.0,-0.8927363722440146,classical_better,successive_r10,1017,3.0,128,1
s28-qac/10/qac_L10_92.npz,586,-31776.0,-31892.0,-0.365055387713998,classical_better,successive_r15,1095,3.0,128,1
s28-qac/10/qac_L10_93.npz,586,-32308.0,-32472.0,-0.5076142131979695,classical_better,successive_r10,1059,3.0,128,1
s28-qac/10/qac_L10_94.npz,586,-31968.0,-32200.0,-0.7257257257257257,classical_better,successive_r15,1064,3.0,128,1
s28-qac/10/qac_L10_95.npz,586,-31440.0,-31780.0,-1.0814249363867685,classical_better,successive_r10,1061,3.0,128,1
s28-qac/10/qac_L10_96.npz,586,-35864.0,-35976.0,-0.31229087664510374,classical_better,successive_r15,1078,3.0,128,1
s28-qac/10/qac_L10_97.npz,586,-31580.0,-31800.0,-0.6966434452184928,classical_better,successive_r10,1000,3.0,128,1
s28-qac/10/qac_L10_98.npz,586,-32532.0,-32824.0,-0.8975777695807206,classical_better,successive_r15,1096,3.0,128,1
s28-qac/10/qac_L10_99.npz,586,-34092.0,-34436.0,-1.0090343775665844,classical_better,successive_r15,1087,3.0,128,1
s28-qac/11/qac_L11_0.npz,707,-35868.0,-36612.0,-2.074272331883573,classical_better,successive_r15,1096,3.0,128,1
s28-qac/11/qac_L11_1.npz,707,-38228.0,-38564.0,-0.8789369048864707,classical_better,successive_r15,1087,3.0,128,1
s28-qac/11/qac_L11_10.npz,707,-37712.0,-37912.0,-0.5303351718285957,classical_better,successive_r15,1098,3.0,128,1
s28-qac/11/qac_L11_100.npz,707,-38876.0,-39540.0,-1.7079946496553142,classical_better,successive_r15,1089,3.0,128,1
s28-qac/11/qac_L11_101.npz,707,-38308.0,-39308.0,-2.610420799832933,classical_better,successive_r10,1027,3.0,128,1
s28-qac/11/qac_L11_102.npz,707,-39380.0,-39904.0,-1.33062468257999,classical_better,successive_r15,1107,3.0,128,1
s28-qac/11/qac_L11_103.npz,707,-39332.0,-39896.0,-1.4339469134546934,classical_better,successive_r10,1042,3.0,128,1
s28-qac/11/qac_L11_104.npz,707,-40544.0,-40972.0,-1.0556432517758485,classical_better,successive_r10,1032,3.0,128,1
s28-qac/11/qac_L11_105.npz,707,-36920.0,-37408.0,-1.3217768147345612,classical_better,successive_r15,1097,3.0,128,1
s28-qac/11/qac_L11_106.npz,707,-39036.0,-39124.0,-0.2254329337022236,classical_better,successive_r15,1102,3.0,128,1
s28-qac/11/qac_L11_107.npz,707,-39816.0,-40152.0,-0.8438818565400844,classical_better,successive_r15,1095,3.0,128,1
s28-qac/11/qac_L11_108.npz,707,-37416.0,-37644.0,-0.6093649775497113,classical_better,successive_r15,1088,3.0,128,1
s28-qac/11/qac_L11_109.npz,707,-40312.0,-40812.0,-1.2403254614010717,classical_better,successive_r10,1045,3.0,128,1
s28-qac/11/qac_L11_11.npz,707,-37760.0,-38060.0,-0.7944915254237288,classical_better,successive_r10,1056,3.0,128,1
s28-qac/11/qac_L11_110.npz,707,-39228.0,-39460.0,-0.591414295911084,classical_better,successive_r10,1059,3.0,128,1
s28-qac/11/qac_L11_111.npz,707,-40116.0,-40568.0,-1.1267324758201216,classical_better,successive_r15,1076,3.0,128,1
s28-qac/11/qac_L11_112.npz,707,-41428.0,-42160.0,-1.7669209230472145,classical_better,successive_r15,1110,3.0,128,1
s28-qac/11/qac_L11_113.npz,707,-40764.0,-40960.0,-0.4808164066333039,classical_better,successive_r10,1039,3.0,128,1
s28-qac/11/qac_L11_114.npz,707,-39176.0,-39320.0,-0.3675719828466408,classical_better,successive_r10,1020,3.0,128,1
s28-qac/11/qac_L11_115.npz,707,-42056.0,-42216.0,-0.38044512079132586,classical_better,successive_r15,1072,3.0,128,1
s28-qac/11/qac_L11_116.npz,707,-40304.0,-40536.0,-0.5756252481143311,classical_better,successive_r10,1038,3.0,128,1
s28-qac/11/qac_L11_117.npz,707,-40964.0,-41360.0,-0.966702470461869,classical_better,successive_r10,1040,3.0,128,1
s28-qac/11/qac_L11_118.npz,707,-43416.0,-43720.0,-0.7002026902524415,classical_better,successive_r10,1044,3.0,128,1
s28-qac/11/qac_L11_119.npz,707,-41476.0,-42100.0,-1.5044845211688687,classical_better,successive_r15,1110,3.0,128,1
s28-qac/11/qac_L11_12.npz,707,-40300.0,-40520.0,-0.5459057071960298,classical_better,successive_r15,1080,3.0,128,1
s28-qac/11/qac_L11_120.npz,707,-38676.0,-38880.0,-0.5274588892336333,classical_better,successive_r10,1046,3.0,128,1
s28-qac/11/qac_L11_121.npz,707,-40700.0,-40800.0,-0.2457002457002457,classical_better,successive_r10,1028,3.0,128,1
s28-qac/11/qac_L11_122.npz,707,-40816.0,-41316.0,-1.2250098000784007,classical_better,successive_r15,1102,3.0,128,1
s28-qac/11/qac_L11_123.npz,707,-38484.0,-39040.0,-1.4447562623427919,classical_better,successive_r15,1083,3.0,128,1
s28-qac/11/qac_L11_124.npz,707,-39660.0,-39844.0,-0.46394351991931415,classical_better,successive_r10,1011,3.0,128,1
s28-qac/11/qac_L11_125.npz,707,-37220.0,-37948.0,-1.955937667920473,classical_better,successive_r10,1027,3.0,128,1
s28-qac/11/qac_L11_13.npz,707,-39656.0,-39968.0,-0.7867661892273553,classical_better,successive_r10,1006,3.0,128,1
s28-qac/11/qac_L11_14.npz,707,-40528.0,-40936.0,-1.0067114093959733,classical_better,successive_r10,1012,3.0,128,1
s28-qac/11/qac_L11_15.npz,707,-41380.0,-41852.0,-1.1406476558724021,classical_better,successive_r10,1031,3.0,128,1
s28-qac/11/qac_L11_16.npz,707,-39028.0,-39308.0,-0.7174336373885416,classical_better,successive_r10,1021,3.0,128,1
s28-qac/11/qac_L11_17.npz,707,-39872.0,-40296.0,-1.0634028892455858,classical_better,successive_r10,1017,3.0,128,1
s28-qac/11/qac_L11_18.npz,707,-41064.0,-41444.0,-0.9253847652444964,classical_better,successive_r15,1095,3.0,128,1
s28-qac/11/qac_L11_19.npz,707,-40720.0,-40864.0,-0.35363457760314343,classical_better,successive_r10,1040,3.0,128,1
s28-qac/11/qac_L11_2.npz,707,-38928.0,-39304.0,-0.9658857377722976,classical_better,successive_r10,1035,3.0,128,1
s28-qac/11/qac_L11_20.npz,707,-38552.0,-39072.0,-1.3488275575845612,classical_better,successive_r10,1026,3.0,128,1
s28-qac/11/qac_L11_21.npz,707,-39384.0,-39608.0,-0.5687588868576071,classical_better,successive_r10,1010,3.0,128,1
s28-qac/11/qac_L11_22.npz,707,-41056.0,-41432.0,-0.9158222915042868,classical_better,successive_r10,1013,3.0,128,1
s28-qac/11/qac_L11_23.npz,707,-40068.0,-40300.0,-0.579015673355296,classical_better,successive_r15,1087,3.0,128,1
s28-qac/11/qac_L11_24.npz,707,-37828.0,-37992.0,-0.4335412921645342,classical_better,successive_r10,1016,3.0,128,1
s28-qac/11/qac_L11_25.npz,707,-38472.0,-38652.0,-0.4678727386150967,classical_better,successive_r10,1059,3.0,128,1
s28-qac/11/qac_L11_26.npz,707,-36228.0,-36552.0,-0.8943358728055647,classical_better,successive_r15,1082,3.0,128,1
s28-qac/11/qac_L11_27.npz,707,-38076.0,-38444.0,-0.9664880764786217,classical_better,successive_r15,1107,3.0,128,1
s28-qac/11/qac_L11_28.npz,707,-40084.0,-40428.0,-0.8581977846522303,classical_better,successive_r15,1108,3.0,128,1
s28-qac/11/qac_L11_29.npz,707,-38956.0,-39172.0,-0.5544717116747099,classical_better,successive_r10,1049,3.0,128,1
s28-qac/11/qac_L11_3.npz,707,-36448.0,-36600.0,-0.4170324846356453,classical_better,successive_r10,1008,3.0,128,1
s28-qac/11/qac_L11_30.npz,707,-38604.0,-39312.0,-1.8340068386695678,classical_better,successive_r10,1030,3.0,128,1
s28-qac/11/qac_L11_31.npz,707,-38248.0,-39180.0,-2.4367287178414556,classical_better,successive_r10,1015,3.0,128,1
s28-qac/11/qac_L11_32.npz,707,-40700.0,-41296.0,-1.4643734643734643,classical_better,successive_r10,1061,3.0,128,1
s28-qac/11/qac_L11_33.npz,707,-39376.0,-39888.0,-1.300284437220642,classical_better,successive_r15,1080,3.0,128,1
s28-qac/11/qac_L11_34.npz,707,-40444.0,-40992.0,-1.354959944614776,classical_better,successive_r15,1065,3.0,128,1
s28-qac/11/qac_L11_35.npz,707,-40536.0,-40828.0,-0.7203473455693704,classical_better,successive_r15,1104,3.0,128,1
s28-qac/11/qac_L11_36.npz,707,-40168.0,-40452.0,-0.7070304720175263,classical_better,successive_r10,1010,3.0,128,1
s28-qac/11/qac_L11_37.npz,707,-40084.0,-40348.0,-0.6586169045005489,classical_better,successive_r10,1008,3.0,128,1
s28-qac/11/qac_L11_38.npz,707,-38616.0,-39024.0,-1.0565568676196395,classical_better,successive_r10,1037,3.0,128,1
s28-qac/11/qac_L11_39.npz,707,-38208.0,-38404.0,-0.5129815745393634,classical_better,successive_r10,1031,3.0,128,1
s28-qac/11/qac_L11_4.npz,707,-41696.0,-42008.0,-0.7482732156561781,classical_better,successive_r15,1101,3.0,128,1
s28-qac/11/qac_L11_40.npz,707,-40268.0,-41112.0,-2.0959570875136584,classical_better,successive_r10,1042,3.0,128,1
s28-qac/11/qac_L11_41.npz,707,-40616.0,-40920.0,-0.7484735079771518,classical_better,successive_r10,1026,3.0,128,1
s28-qac/11/qac_L11_42.npz,707,-41304.0,-41372.0,-0.16463296533023436,classical_better,successive_r15,1111,3.0,128,1
s28-qac/11/qac_L11_43.npz,707,-40648.0,-41016.0,-0.9053335957488683,classical_better,successive_r15,1108,3.0,128,1
s28-qac/11/qac_L11_44.npz,707,-43096.0,-43212.0,-0.26916651197326896,classical_better,successive_r10,1027,3.0,128,1
s28-qac/11/qac_L11_45.npz,707,-39988.0,-40552.0,-1.4104231269380814,classical_better,successive_r15,1072,3.0,128,1
s28-qac/11/qac_L11_46.npz,707,-39904.0,-40008.0,-0.2606255012028869,classical_better,successive_r10,1009,3.0,128,1
s28-qac/11/qac_L11_47.npz,707,-37072.0,-37636.0,-1.5213638325420802,classical_better,successive_r10,1005,3.0,128,1
s28-qac/11/qac_L11_48.npz,707,-37176.0,-37800.0,-1.6785022595222725,classical_better,successive_r15,1098,3.0,128,1
s28-qac/11/qac_L11_49.npz,707,-39992.0,-40464.0,-1.180236047209442,classical_better,successive_r15,1073,3.0,128,1
s28-qac/11/qac_L11_5.npz,707,-37972.0,-38636.0,-1.7486569050879595,classical_better,successive_r10,1051,3.0,128,1
s28-qac/11/qac_L11_50.npz,707,-38124.0,-38388.0,-0.6924771797293043,classical_better,successive_r15,1094,3.0,128,1
s28-qac/11/qac_L11_51.npz,707,-39896.0,-40112.0,-0.541407659915781,classical_better,successive_r10,1006,3.0,128,1
s28-qac/11/qac_L11_52.npz,707,-41712.0,-41856.0,-0.34522439585730724,classical_better,successive_r10,1054,3.0,128,1
s28-qac/11/qac_L11_53.npz,707,-40272.0,-40408.0,-0.3377036154151768,classical_better,successive_r10,1009,3.0,128,1
s28-qac/11/qac_L11_54.npz,707,-37048.0,-37368.0,-0.8637443316778234,classical_better,successive_r15,1109,3.0,128,1
s28-qac/11/qac_L11_55.npz,707,-37784.0,-38116.0,-0.8786788058437434,classical_better,successive_r15,1084,3.0,128,1
s28-qac/11/qac_L11_56.npz,707,-39056.0,-39224.0,-0.4301515772224498,classical_better,successive_r15,1100,3.0,128,1
s28-qac/11/qac_L11_57.npz,707,-41116.0,-41528.0,-1.0020430002918572,classical_better,successive_r10,1060,3.0,128,1
s28-qac/11/qac_L11_58.npz,707,-36164.0,-36788.0,-1.7254728459241235,classical_better,successive_r10,1049,3.0,128,1
s28-qac/11/qac_L11_59.npz,707,-42364.0,-42776.0,-0.972523840997073,classical_better,successive_r10,1031,3.0,128,1
s28-qac/11/qac_L11_6.npz,707,-40276.0,-40612.0,-0.8342437183434304,classical_better,successive_r10,1051,3.0,128,1
s28-qac/11/qac_L11_60.npz,707,-39540.0,-39888.0,-0.8801213960546282,classical_better,successive_r10,1018,3.0,128,1
s28-qac/11/qac_L11_61.npz,707,-39004.0,-39532.0,-1.353707312070557,classical_better,successive_r10,1049,3.0,128,1
s28-qac/11/qac_L11_62.npz,707,-40860.0,-41060.0,-0.48947626040137054,classical_better,successive_r10,1045,3.0,128,1
s28-qac/11/qac_L11_63.npz,707,-39532.0,-39956.0,-1.072548821208135,classical_better,successive_r10,1024,3.0,128,1
s28-qac/11/qac_L11_64.npz,707,-39704.0,-40140.0,-1.0981261333870642,classical_better,successive_r10,1063,3.0,128,1
